X0,Y0,X1,Y1,X2,Y2
582,135.5696,,,,
583,137.1835,,,,
584,138.7975,,,,
585,139.8797,,,,
586,140.4114,,,,
587,140.4114,,,,
588,139.8797,,,,
589,139.3291,,,,
590,138.7975,,,,
591,138.2658,,,,
592,137.7152,,,,
593,137.1835,,,,
594,137.1835,,,,
595,137.1835,,,,
596,137.1835,,,,
597,137.1835,,,,
598,137.1835,,,,
599,136.6519,,,,
600,136.1013,,,,
601,135.5696,,,,
602,135.0380,,,,
603,134.4873,,,,
604,133.9557,,,,
605,133.4241,,,,
606,132.8734,,,,
607,132.3418,,,,
608,132.3418,,,,
609,131.8101,,,,
610,131.2595,,,,
611,130.1962,,,,
612,129.1139,,,,
613,127.5000,,,,
614,125.8861,,,,
615,123.7342,,,,
616,121.0443,,,,
617,118.3544,,,,
618,115.6646,,,,
619,112.9747,,,,
620,110.2848,,,,
621,108.1329,,,,
622,107.0506,,,,
623,107.0506,,,,
624,108.6709,,,,
625,112.4367,,,,
626,117.2785,,,,
627,123.1962,,,,
628,128.0380,,,,
629,131.8038,,,,
630,133.9557,,,,
631,135.5696,,,,
632,137.1835,,,,
633,138.2658,,,,
634,138.7975,,,,
635,138.7975,,,,
636,138.7975,,,,
637,138.2658,,,,
638,138.2658,,,,
639,137.7152,,,,
640,137.7152,,,,
641,137.1835,,,,
642,137.1835,,,,
643,137.1835,,,,
644,136.6519,,,,
645,136.1013,,,,
646,135.5696,,,,
647,135.5696,,,,
648,135.5696,,,,
649,135.0380,,,,
650,134.4873,,,,
651,133.9557,,,,
652,133.9557,,,,
653,133.4241,,,,
654,132.8734,,,,
655,132.3418,,,,
656,131.8101,,,,
657,130.7278,,,,
658,129.1139,,,,
659,127.5000,,,,
660,125.3481,,,,
661,122.6582,,,,
662,119.4304,,,,
663,116.2025,,,,
664,112.9747,,,,
665,109.7468,,,,
666,107.0570,,,,
667,105.9873,,,,
668,107.0570,,,,
669,110.2848,,,,
670,114.5886,,,,
671,119.9684,,,,
672,125.3481,,,,
673,129.6519,,,,
674,131.8101,,,,
675,132.8734,,,,
676,133.4241,,,,
677,134.4873,,,,
678,135.5696,,,,
679,136.6519,,,,
680,137.7152,,,,
681,138.2658,,,,
682,138.7975,,,,
683,138.7975,,,,
684,138.7975,,,,
685,138.7975,,,,
686,138.7975,,,,
687,138.7975,,,,
688,138.7975,,,,
689,138.7975,,,,
690,138.7975,,,,
691,138.7975,,,,
692,138.7975,,,,
693,138.2658,,,,
694,137.7152,,,,
695,137.1835,,,,
696,136.6519,,,,
697,135.5696,,,,
698,133.9557,,,,
699,132.3418,,,,
700,130.7278,,,,
701,128.5759,,,,
702,126.4240,,,,
703,124.2721,,,,
704,122.6582,,,,
705,120.5063,,,,
706,118.3544,,,,
707,115.6646,,,,
708,112.9747,,,,
709,109.7468,,,,
710,107.0570,,,,
711,105.4367,,,,
712,105.9810,,,,
713,108.1329,,,,
714,112.4367,,,,
715,117.2785,,,,
716,123.1962,,,,
717,128.5759,,,,
718,132.8797,,,,
719,135.0380,,,,
720,136.1013,,,,
721,137.1835,,,,
722,138.2658,,,,
723,138.7975,,,,
724,138.7975,,,,
725,138.7975,,,,
726,138.7975,,,,
727,138.7975,,,,
728,138.7975,,,,
729,138.7975,,,,
730,138.7975,,,,
731,138.7975,,,,
732,138.7975,,,,
733,138.7975,,,,
734,138.7975,,,,
735,138.2658,,,,
736,137.7152,,,,
737,136.6519,,,,
738,135.5696,,,,
739,134.4873,,,,
740,132.8797,,,,
741,131.2658,,,,
742,129.6456,,,,
743,128.5823,,,,
744,127.5000,,,,
745,125.8861,,,,
746,124.2721,,,,
747,122.6582,,,,
748,120.5063,,,,
749,118.3544,,,,
750,115.6646,,,,
751,112.9747,,,,
752,109.7468,,,,
753,107.0570,,,,
754,104.9051,,,,
755,103.8228,,,,
756,103.8228,,,,
757,105.9810,,,,
758,110.2848,,,,
759,116.2025,,,,
760,122.6582,,,,
761,128.0380,,,,
762,131.8038,,,,
763,133.9557,,,,
764,135.0380,,,,
765,136.1013,,,,
766,137.1835,,,,
767,138.7975,,,,
768,140.4114,,,,
769,141.4937,,,,
770,142.0253,,,,
771,142.0253,,,,
772,142.0253,,,,
773,142.0253,,,,
774,141.4937,,,,
775,140.9430,,,,
776,140.4114,,,,
777,139.8797,,,,
778,138.7975,,,,
779,137.7152,,,,
780,136.6519,,,,
781,136.1013,,,,
782,135.5696,,,,
783,135.0380,,,,
784,134.4873,,,,
785,133.9557,,,,
786,133.9557,,,,
787,133.4241,,,,
788,132.8734,,,,
789,132.3418,,,,
790,131.8101,,,,
791,131.2595,,,,
792,130.7278,,,,
793,130.1962,,,,
794,129.6456,,,,
795,128.5823,,,,
796,127.5000,,,,
797,125.8861,,,,
798,124.2721,,,,
799,122.1203,,,,
800,119.4304,,,,
801,116.7405,,,,
802,114.0506,,,,
803,111.3608,,,,
804,108.6709,,,,
805,106.5190,,,,
806,105.4367,,,,
807,105.9810,,,,
808,108.6709,,,,
809,113.5127,,,,
810,118.8924,,,,
811,124.2721,,,,
812,128.5759,,,,
813,131.8038,,,,
814,134.4937,,,,
815,136.6456,,,,
816,138.2658,,,,
817,138.7975,,,,
818,138.7975,,,,
819,138.7975,,,,
820,138.7975,,,,
821,138.7975,,,,
822,138.2658,,,,
823,137.7152,,,,
824,137.1835,,,,
825,137.1835,,,,
826,137.1835,,,,
827,137.1835,,,,
828,137.1835,,,,
829,137.1835,,,,
830,137.1835,,,,
831,136.6519,,,,
832,136.1013,,,,
833,135.5696,,,,
834,135.5696,,,,
835,135.5696,,,,
836,135.0380,,,,
837,134.4873,,,,
